company_masked,old_value
4618,"Crowdsourcing, SETI, Sustainable Fashion, Skincare, Art Market, Circular Economy, Coffee & Tea Industry, Personal Training, Public Transport, Luxury Goods, Indie Filmmaking, Climate Change, Hardware Manufacturing, Nightlife, Firearms & Ammunition"
4619,"AI & Machine Learning, Influencer Marketing, Fundraising, Facial Recognition, Space Exploration, Renewable Energy"
4620,"Private Equity, Cyberwarfare, Higher Education, Annuities & Pensions, Finance, Education, IT Infrastructure, Online Betting, Waste Management, Land Development, Biotechnology, Tarot Reading, High-Fashion Brands"
4621,"Neobanks, Beauty & Cosmetics, Affiliate Marketing, Alcoholic Beverages"
4622,"Wearable Payments, Home Automation, Homeopathy, Semiconductor Industry, Cloning & Stem Cell Research, Recruitment, Food Processing, Astrology, SETI, Digital Nomad Lifestyle"
4623,Spirituality
4624,"Employee Benefits, High-Fashion Brands, Search Engine Optimization, Spirituality, Movies & Entertainment, Remote Work Productivity, International Law"
4625,"Robotics, Business Intelligence, Board Games, Test Preparation, SEO, Horse Racing, High-Stakes Poker, 3D Animation, Gig Economy, Mobile Gaming, Esports"
4626,"Board Games, Hospitality, Home Security, Mars Colonization, Tarot Reading, Beauty & Cosmetics, Algorithmic Bias, Semiconductor Industry, Banking, Public Policy"
4627,"Entrepreneurship, Public Policy, Fraud Detection, Firearms & Ammunition, Retail, Finance, Yoga & Wellness, Music Production, Medical Devices"
4628,"Voice Acting, Digital Twins, Subscription Services, Indie Filmmaking, Bioethics, Charity Organizations, Traditional Chinese Medicine, Astrology, Land Development, Search Engine Optimization"
4629,"Fashion Industry, Small Business Management, Corporate Governance"
4630,"Content Creation, Cloud Computing, Lobbying, Wearable Payments, Social Work, Vegan & Organic Foods, Home Automation, Crowdfunding, Education"
4631,"Digital Twins, Workplace Safety, Biohacking, Recruitment, Crowdsourcing, K-12 Education, Franchising, Crisis Management, Student Loans, Event Management, Social Media Regulation, Lottery, Private Equity, Marine Technology"
4632,"Cryptocurrency Mining, Hardware Manufacturing"
4633,"Financial Inclusion, Mining Industry"
4634,"Venture Capital, Homeopathy, Pest Control, Workplace Safety, Cloud Computing, Biotechnology Startups, Fisheries, Corporate Governance"
4635,"Ethical Hacking, Payroll Management, Retail"
4636,"Waste Management, Consumer Electronics, Personal Training, Yoga & Wellness, Reputation Management, Employee Benefits, High-Stakes Poker, Sustainable Fashion, Medical Devices, Mindfulness & Meditation, Genetic Engineering, Marine Technology, Bioethics, ESG, Private Equity"
4637,"Meat Processing, Anti-Money Laundering, Casinos, Crowdsourcing, SaaS, Public Housing, SETI, Urban Planning, Humanitarian Aid"
4638,"Sound Engineering, Startups, Auditing, Legal Tech"
4639,"Influencer Marketing, Pest Control, Surveillance, Fundraising"
4640,"Lottery, Coworking Spaces, Real Estate, Supply Chain, Surveillance, Corporate Social Responsibility, Cryptocurrency Mining, Textiles, Sustainable Fashion"
4641,"Perfumes, Climate Change, Textiles, SEO, Wind Energy"
4642,"Geothermal Energy, Community Building, Freelancing, Gambling, NFTs, Food Processing, Recycling Industry, Textiles, Restaurants, Offshore Oil & Gas, K-12 Education, Compliance & Regulations, Esports, Retirement Planning"
4643,"Consultancy, Employee Benefits, Offshore Oil & Gas, Marine Technology"
4644,"Restaurants, Development"
4645,"IoT, Diet & Nutrition, Waste Management, Coworking Spaces, Adventure Sports, Sustainability, Defense & Military, Podcasting, Furniture Industry, Fantasy Sports, Casino Gaming, Affiliate Marketing, Smart Grids, Biometric Authentication, Dairy Industry"
4646,"Interior Design, Smart Cities, Facial Recognition, Adventure Tourism, Indie Game Development"
4647,"Food Processing, Co-Working Spaces, Interior Design, Loan Management, Paranormal Investigations, Streaming Services, Biotechnology Startups, Drones, IoT, Content Creation, Spirituality, Hardware Manufacturing, Auditing, Renewable Agriculture"
4648,"Think Tanks, Space Exploration, Metaverse, Alcoholic Beverages, FMCG, Autonomous Vehicles, Consultancy, Adventure Sports, Education, Horse Racing"
4649,"Mobile Gaming, Nuclear Energy, Land Development, Biotechnology Startups, Fitness Tech, Solar Energy, Smartwatches, Bioethics, AI Ethics, Recruitment, Archaeology, Entrepreneurship"
4650,"Autonomous Vehicles, Social Work, Facial Recognition, Indie Filmmaking, Spirituality, Ayurveda"
4651,"Recycling Industry, Board Leadership, Compliance & Regulations, High-Stakes Poker, Online Learning, Logistics, Astrology, PPC Advertising, Biometric Authentication"
4652,"SETI, Sound Engineering, Extraterrestrial Life Research, Open Source Software, Renewable Energy, Gardening & Landscaping, Logistics, Jewelry, Crowdsourcing, Esports"
4653,"ESG, Gambling, Football, Art Market, Firearms & Ammunition, Waste Management"
4654,"Hospitality, Banking, PPC Advertising, Smart TVs, Architecture, Lobbying, Crowdfunding, Steel, Streaming Platforms, Cryptozoology, Gaming, Fraud Detection"
4655,"Podcasting, Space Tourism, Nuclear Energy, Public Policy, Corporate Governance, Fantasy Sports, Blockchain, Adventure Sports, Venture Capital, Private Jets"
4656,"Affiliate Marketing, Nuclear Energy, Precious Metals, Streaming Services, Casino Gaming, Mobile Gaming, Fitness Tech, Horse Racing, Firearms & Ammunition, Music Industry, International Law, Real Estate Investment Trusts, Coffee & Tea Industry, Lottery"
4657,Investment
4658,"Basketball, Cryptocurrencies, Charity Organizations, Casinos, Private Jets, Public Relations, Investment, Nuclear Energy, Nightlife"
4659,Subscription Services
4660,"Charity Organizations, Credit Cards"
4661,"Cryptocurrency Mining, Private Equity, NGO, Dairy Industry, Pharmaceuticals, SEO, Community Building"
4662,"Charity Organizations, Algorithmic Bias, Freelancing, Marine Technology"
4663,"Digital Storytelling, E-commerce, Surveillance, Art Market, Gaming Consoles, Indie Game Development, Restaurants"
4664,"Lottery, Community Building, Satellite Technology, Bioethics, Defense & Military, Content Creation, Perfumes, IT Infrastructure, Credit Cards, Real Estate, FinTech, Music Production"
4665,"Investment, Content Creation, IT Infrastructure, Sustainable Housing, NGO, Architecture, Urban Planning, Data Science, DIY & Home Improvement, Augmented Reality, Humanitarian Aid, Renewable Construction Materials, Cloning & Stem Cell Research, Interior Design"
4666,"Medical Devices, Fitness Tech, Reputation Management, Banking, Biotechnology, Finance, Digital Storytelling, Financial Inclusion, Higher Education, Genetic Engineering, Children’s Digital Rights"
4667,"Gaming Consoles, Cyberwarfare"
4668,"Renewable Construction Materials, UFO Studies, Community Building, Power Distribution, Construction, Solar Energy, IT Infrastructure, Human Resources, Precious Metals, Sustainable Housing, Compliance & Regulations, Horse Racing, Nuclear Energy"
4669,NGO
4670,"UFO Studies, Nightlife, Biometric Authentication, Recruitment, Mindfulness & Meditation, IT Infrastructure"
4671,"Philanthropy, Co-Working Spaces, NFTs & Digital Art, Crowdsourcing"
4672,"NFTs, Paranormal Investigations, Self-Publishing, Lobbying, Tennis, Insurance, Education Technology, Coffee & Tea Industry, NFTs & Digital Art"
4673,"Mental Health Awareness, Facial Recognition, Gaming, Recruitment, Digital Forensics, Payroll Management, Archaeology, PPC Advertising, Insurance, Indie Game Development, Nuclear Energy, Credit Cards, Social Media Regulation, Renewable Energy"
4674,"IoT, Membership Sites, Annuities & Pensions"
4675,"Think Tanks, Robotics"
4676,"Marine Technology, Co-Working Spaces, Indie Filmmaking, Humanitarian Aid, Circular Economy, Gig Economy, Autonomous Vehicles, Small Business Management, Community Building, Digital Nomad Lifestyle"
4677,"Coffee & Tea Industry, Betting Strategies, ESG, Consumer Electronics, Astrology"
4678,"Insurance, Life Coaching, Electric Vehicles, Land Development, Cloning & Stem Cell Research, Corporate Governance, Diet & Nutrition, Jewelry, Public Relations, FMCG"
4679,"Anthropology, Fisheries, Journalism, NFTs & Digital Art, Smart Homes, Mining Industry, Indie Filmmaking, Anti-Money Laundering, Solar Energy, Automotive, Fitness Tech, Gardening & Landscaping, Mobile Gaming, Stock Markets, Semiconductor Industry"
4680,"Copywriting, Genetic Engineering, Freelancing, Co-Working Spaces, E-commerce, High-Stakes Poker, FMCG, Supply Chain, Alternative Medicine, Indie Game Development, Gig Economy, Biohacking"
4681,"Cryptozoology, Indie Game Development, Sustainable Housing, Life Coaching, Renewable Energy, Hospitality, Digital Nomad Lifestyle, Furniture Industry, Restaurants, Defense & Military, Fraud Detection, Mobile Gaming, Fisheries, Jewelry, Fashion Industry"
4682,Electric Vehicles
4683,"Online Learning, Renewable Agriculture, Online Betting, Architecture, Sustainability, Autonomous Vehicles, Horse Racing, Loan Management, Smartwatches"
4684,"Renewable Construction Materials, Offshore Oil & Gas, Indie Game Development"
4685,"Estate Planning, Online Course Creation, Augmented Reality, Virtual Reality, Solar Energy, Home Security, Digital Twins, Circular Economy, Hi-Fi & Vinyl"
4686,"Anti-Money Laundering, Privacy & Data Protection, Content Creation, Audio Equipment, Alcoholic Beverages, Public Policy, Payroll Management, Estate Planning, Yachting"
4687,"Crowdsourcing, Community Building, Fundraising, Archaeology, Retail"
4688,"Payroll Management, Startups, Content Creation, Algorithmic Bias, Nuclear Energy, Manufacturing, Biometric Authentication, Board Games, Nightlife"
4689,"Online Betting, Disaster Relief, NFTs & Digital Art, Venture Capital, Private Equity, Education, Betting Strategies, Estate Planning, Smart TVs, Renewable Construction Materials, Insurance, Tennis, Digital Law"
4690,"Social Media Regulation, Smart Grids, Self-Publishing, Solar Energy, Biotechnology, Legal Tech"
4691,"Venture Capital, Hydroelectric Power, Archaeology, Healthcare, Urban Planning, Real Estate Investment Trusts, Microfinance, Influencer Marketing, Student Loans, Restaurants, Renewable Energy, Social Media Regulation"
4692,Cryptocurrency Mining
4693,"Art Market, Geothermal Energy, Employee Benefits, Biotechnology Startups, Startups, Biometric Authentication, Big Data Analytics, International Law, Microfinance, Online Course Creation, UFO Studies, Personal Branding"
4694,AI Ethics
4695,"Think Tanks, Movies & Entertainment, Streaming Services"
4696,"Private Jets, Banking, Compliance & Regulations, Social Work, Supply Chain, UFO Studies, Restaurants, Automotive, Herbal Remedies, Real Estate, Home Automation, Sports, NGO, Wind Energy"
4697,"Self-Publishing, Renewable Energy, Compliance & Regulations, Algorithmic Bias, Renewable Agriculture, Mental Health Awareness, Biohacking"
4698,"Steel, Podcasting, Betting Strategies, Payroll Management, Renewable Energy, Affiliate Marketing, Space Tourism, Biometric Authentication, Data Science, Urban Planning, Biotechnology, Home Cleaning Services, Cultural Heritage, Financial Inclusion, Mining Industry"
4699,"FinTech, Mining Industry, Transhumanism, Education, Fitness Tech, Corporate Social Responsibility"
4700,"Manufacturing, Semiconductor Industry, Social Media Regulation, Digital Storytelling, Community Building, Insurance, Music Industry"
4701,"Pharmaceuticals, Diet & Nutrition, High-Stakes Poker, Private Jets, Cloud Computing, Psychology, Smart Cities, Home Security, Business Intelligence, Mindfulness & Meditation, Finance, Children’s Digital Rights"
4702,"Sustainability, Mobile Gaming, Electric Vehicles, Alcoholic Beverages, Coffee & Tea Industry, Leadership Training, Retail, Mars Colonization, Stock Markets, Remote Work Productivity, Sustainable Housing, Surveillance, Humanitarian Aid, Digital Twins, Compliance & Regulations"
4703,"Cryptocurrencies, Crowdsourcing, Life Coaching, Medical Devices, Adventure Tourism, Renewable Agriculture, Retail"
4704,Supply Chain
4705,"Home Cleaning Services, Online Course Creation, Steel, Content Creation, Consumer Electronics, Cryptocurrency Mining, NFTs & Digital Art, Fundraising, Bioethics"
4706,"Smart TVs, Freelancing, Crowdsourcing, Herbal Remedies, Annuities & Pensions, Medical Devices, Streaming Services, Basketball, Real Estate Investment Trusts, Pharmaceuticals"
4707,Digital Nomad Lifestyle
4708,"Online Learning, Fitness Tech, Payroll Management, FinTech"
4709,"Diet & Nutrition, SEO"
4710,"Pest Control, Cyberwarfare, Footwear, Philanthropy, Electric Vehicles, Philosophy, IT Infrastructure, Satellite Technology, Furniture Industry, Carbon Offsetting"
4711,"Social Media, Affiliate Marketing, Smart Homes, Smart Grids, Crisis Management, Employee Benefits, Blockchain, Startups, Aerospace, Public Transport, Leadership Training, Neobanks"
4712,"Basketball, Power Distribution, Remote Work Productivity, Corporate Social Responsibility, Bioethics, Biotechnology, Cryptozoology, Disaster Relief, Estate Planning, Self-Publishing, Waste Management, Online Course Creation, Digital Forensics, Financial Inclusion, Life Coaching"
4713,"Online Learning, Employee Benefits, Dairy Industry, Lobbying, Smart Grids, Augmented Reality, Luxury Goods, Semiconductor Industry, Mindfulness & Meditation, Beauty & Cosmetics, Consumer Electronics, Smartwatches, Food Delivery Services, Content Creation"
4714,"Recycling Industry, Tutoring, Public Relations, Solar Energy, Charity Organizations, Sustainability, Podcasting"
4715,"Reputation Management, Auditing, Knowledge Management, Renewable Energy, Corporate Governance, Retirement Planning, Traditional Chinese Medicine, Copywriting"
4716,"3D Printing, Auditing, Renewable Energy, Smart Homes, Philanthropy, Estate Planning, Reputation Management, Footwear, Alcoholic Beverages, Influencer Marketing"
4717,Footwear
4718,"Renewable Agriculture, Hospitals, Crowdfunding, Esports, Entrepreneurship, Online Learning, Cloning & Stem Cell Research, Home Security, Wearable Payments, Circular Economy, Ayurveda"
4719,"Cryptocurrency Mining, Research & Development, Affiliate Marketing"
4720,"Digital Storytelling, 3D Printing, High-Fashion Brands, Mental Health Awareness, Algorithmic Bias, Life Coaching, Social Work, Podcasting, Stock Markets, Diversity & Inclusion, Firearms & Ammunition, Surveillance, Intellectual Property, Gaming, Board Games"
4721,"FMCG, Compliance & Regulations, Lobbying, Smart Homes, Anthropology, Gambling, Alternative Medicine, Perfumes, Urban Planning, Cybersecurity, Geothermal Energy, Construction"
